run,gap_seed,ego_seed,low_level,opinion_reward,max_reward,reward_diff,opinion_progress,max_progress,opinion_success,max_success,opinion_collision,max_collision,opinion_time,max_time,opinion_min_distance,max_min_distance,opinion_switch_count,max_switch_count
1,1022050301,560161641,RBF,137.69353797768167,155.641718923053,-17.94818094537132,0.9384882336884499,0.9377151581522261,1.0,1.0,0.0,0.0,12.100000000000037,6.999999999999983,5.782946492747571,3.8002139997268305,0,0
2,1588945316,2036044446,RBF,122.08714887258168,193.83394144608937,-71.74679257350769,0.9385364748405991,0.9379699033481486,1.0,1.0,0.0,0.0,13.75000000000006,6.949999999999983,3.828654984767312,4.265803366692448,1,0
